review_id,event_id,reviewer,verdict,notes,review_version,reviewed_at,detector_correct,liquidity_level_clear,sweep_clear,confirmation_clear,reviewer_score,reviewer_comment,source,level_type,detector_pass,is_confirmed,confirmation_delay_bars,confirmation_type,confirmation_strength
R2-LVL-011494,LVL-011494,agent_5,ambiguous,round2 source=level_sweep; level_type=swing; primary_outcome=sl; exit=stop; wick_ratio=0.4751773049645207; penetration_atr=0.20280948200171145; reclaim_atr=0.6207199297629451; level_id=swing_high_19492; bars_held=2.0; net_result_r=-1.0; level-sweep row (confirmation check n/a by design); review=between clean and marginal thresholds; human review required,2,2026-09-02T13:31:07+00:00,maybe,maybe,maybe,n/a,40,between clean and marginal thresholds; human review required,level_sweep,swing,True,False,,,
R2-LVL-011513,LVL-011513,agent_5,incorrect,round2 source=level_sweep; level_type=prev_day; primary_outcome=sl; exit=stop; wick_ratio=0.3064182194617061; penetration_atr=0.22725450901802138; reclaim_atr=0.18797595190382854; level_id=prev_day_high_19313; bars_held=1.0; net_result_r=-1.0; level-sweep row (confirmation check n/a by design); review=new-level penetration fails the baseline sweep-quality rules (penetration band / wick / close reclaim) - false-positive candidate,2,2026-09-02T13:31:07+00:00,no,no,no,n/a,34,new-level penetration fails the baseline sweep-quality rules (penetration band / wick / close reclaim) - false-positive candidate,level_sweep,prev_day,False,False,,,
R2-LVL-011656,LVL-011656,agent_5,incorrect,round2 source=level_sweep; level_type=swing; primary_outcome=sl; exit=stop; wick_ratio=0.35679611650485077; penetration_atr=0.09345200254292772; reclaim_atr=1.4195804195804425; level_id=swing_high_19766; bars_held=3.0; net_result_r=-1.0; level-sweep row (confirmation check n/a by design); review=marginal pattern: tiny wick/penetration candidate for spread noise,2,2026-09-02T13:31:07+00:00,no,no,no,n/a,25,marginal pattern: tiny wick/penetration candidate for spread noise,level_sweep,swing,True,False,,,
R2-LVL-012422,LVL-012422,agent_5,incorrect,round2 source=level_sweep; level_type=equal; primary_outcome=sl; exit=stop; wick_ratio=0.19230769230769904; penetration_atr=1.623802319717592; reclaim_atr=-1.094301563287932; level_id=equal_high_21039; bars_held=2.0; net_result_r=-1.0; level-sweep row (confirmation check n/a by design); review=new-level penetration fails the baseline sweep-quality rules (penetration band / wick / close reclaim) - false-positive candidate,2,2026-09-02T13:31:07+00:00,no,no,no,n/a,50,new-level penetration fails the baseline sweep-quality rules (penetration band / wick / close reclaim) - false-positive candidate,level_sweep,equal,False,False,,,
R2-LVL-013068,LVL-013068,agent_5,incorrect,round2 source=level_sweep; level_type=prev_day; primary_outcome=sl; exit=stop; wick_ratio=0.25714285714285096; penetration_atr=0.2558375634517109; reclaim_atr=1.4071065989848137; level_id=prev_day_low_22257; bars_held=4.0; net_result_r=-1.0; level-sweep row (confirmation check n/a by design); review=new-level penetration fails the baseline sweep-quality rules (penetration band / wick / close reclaim) - false-positive candidate,2,2026-09-02T13:31:07+00:00,no,no,no,n/a,33,new-level penetration fails the baseline sweep-quality rules (penetration band / wick / close reclaim) - false-positive candidate,level_sweep,prev_day,False,False,,,
R2-LVL-013525,LVL-013525,agent_5,incorrect,round2 source=level_sweep; level_type=swing; primary_outcome=tp; exit=target; wick_ratio=0.5623409669211198; penetration_atr=0.9202733485193534; reclaim_atr=0.0865603644647173; level_id=swing_high_22789; bars_held=3.0; net_result_r=2.0; level-sweep row (confirmation check n/a by design); review=new-level penetration fails the baseline sweep-quality rules (penetration band / wick / close reclaim) - false-positive candidate,2,2026-09-02T13:31:07+00:00,no,no,no,n/a,68,new-level penetration fails the baseline sweep-quality rules (penetration band / wick / close reclaim) - false-positive candidate,level_sweep,swing,False,False,,,
R2-LVL-014378,LVL-014378,agent_5,incorrect,round2 source=level_sweep; level_type=equal; primary_outcome=sl; exit=stop; wick_ratio=0.3466666666668061; penetration_atr=0.167785234899432; reclaim_atr=0.32885906040264257; level_id=equal_low_24462; bars_held=6.0; net_result_r=-1.0; level-sweep row (confirmation check n/a by design); review=new-level penetration fails the baseline sweep-quality rules (penetration band / wick / close reclaim) - false-positive candidate,2,2026-09-02T13:31:07+00:00,no,no,no,n/a,31,new-level penetration fails the baseline sweep-quality rules (penetration band / wick / close reclaim) - false-positive candidate,level_sweep,equal,False,False,,,
R2-LVL-014612,LVL-014612,agent_5,incorrect,round2 source=level_sweep; level_type=prev_day; primary_outcome=sl; exit=stop; wick_ratio=0.3487394957983157; penetration_atr=1.1306081754736035; reclaim_atr=0.02791625124623569; level_id=prev_day_low_24813; bars_held=1.0; net_result_r=-1.0; level-sweep row (confirmation check n/a by design); review=new-level penetration fails the baseline sweep-quality rules (penetration band / wick / close reclaim) - false-positive candidate,2,2026-09-02T13:31:07+00:00,no,no,no,n/a,57,new-level penetration fails the baseline sweep-quality rules (penetration band / wick / close reclaim) - false-positive candidate,level_sweep,prev_day,False,False,,,
R2-LVL-016383,LVL-016383,agent_5,incorrect,round2 source=level_sweep; level_type=swing; primary_outcome=sl; exit=stop; wick_ratio=0.4854368932038964; penetration_atr=0.06835937499993928; reclaim_atr=0.273437500000068; level_id=swing_low_27719; bars_held=2.0; net_result_r=-1.0; level-sweep row (confirmation check n/a by design); review=marginal pattern: tiny wick/penetration candidate for spread noise,2,2026-09-02T13:31:07+00:00,no,no,no,n/a,30,marginal pattern: tiny wick/penetration candidate for spread noise,level_sweep,swing,True,False,,,
R2-LVL-016446,LVL-016446,agent_5,ambiguous,round2 source=level_sweep; level_type=swing; primary_outcome=ambiguous; exit=ambiguous; wick_ratio=0.035294117647027355; penetration_atr=0.6861810755616194; reclaim_atr=-0.6004084411164983; level_id=swing_high_27811; bars_held=1.0; net_result_r=nan; level-sweep row (confirmation check n/a by design); review=TP and SL inside the same candle: intrabar order unknown; human review required,2,2026-09-02T13:31:07+00:00,maybe,maybe,maybe,n/a,42,TP and SL inside the same candle: intrabar order unknown; human review required,level_sweep,swing,False,False,,,
R2-LVL-017044,LVL-017044,agent_5,correct,round2 source=level_sweep; level_type=prev_day; primary_outcome=sl; exit=stop; wick_ratio=0.6928571428572299; penetration_atr=0.1988459831335603; reclaim_atr=0.4039059032401813; level_id=prev_day_high_28667; bars_held=1.0; net_result_r=-1.0; level-sweep row (confirmation check n/a by design); review=textbook sweep: clean directional wick with clear penetration,2,2026-09-02T13:31:07+00:00,yes,yes,yes,n/a,51,textbook sweep: clean directional wick with clear penetration,level_sweep,prev_day,True,False,,,
R2-LVL-017445,LVL-017445,agent_5,correct,round2 source=level_sweep; level_type=equal; primary_outcome=sl; exit=stop; wick_ratio=0.6666666666666666; penetration_atr=0.42246437552376165; reclaim_atr=0.18776194467737561; level_id=equal_high_29465; bars_held=1.0; net_result_r=-1.0; level-sweep row (confirmation check n/a by design); review=textbook sweep: clean directional wick with clear penetration,2,2026-09-02T13:31:07+00:00,yes,yes,yes,n/a,67,textbook sweep: clean directional wick with clear penetration,level_sweep,equal,True,False,,,
R2-LVL-019550,LVL-019550,agent_5,incorrect,round2 source=level_sweep; level_type=equal; primary_outcome=sl; exit=stop; wick_ratio=0.389204545454538; penetration_atr=1.2139520867861757; reclaim_atr=-0.3469941238511343; level_id=equal_high_27457; bars_held=2.0; net_result_r=-1.0; level-sweep row (confirmation check n/a by design); review=new-level penetration fails the baseline sweep-quality rules (penetration band / wick / close reclaim) - false-positive candidate,2,2026-09-02T13:31:07+00:00,no,no,no,n/a,59,new-level penetration fails the baseline sweep-quality rules (penetration band / wick / close reclaim) - false-positive candidate,level_sweep,equal,False,False,,,
R2-LVL-019731,LVL-019731,agent_5,incorrect,round2 source=level_sweep; level_type=swing; primary_outcome=sl; exit=stop; wick_ratio=0.39839572192513517; penetration_atr=0.41269841269840124; reclaim_atr=0.3756613756613976; level_id=swing_low_33077; bars_held=3.0; net_result_r=-1.0; level-sweep row (confirmation check n/a by design); review=marginal pattern: tiny wick/penetration candidate for spread noise,2,2026-09-02T13:31:07+00:00,no,no,no,n/a,53,marginal pattern: tiny wick/penetration candidate for spread noise,level_sweep,swing,True,False,,,
R2-LVL-020582,LVL-020582,agent_5,ambiguous,round2 source=level_sweep; level_type=equal; primary_outcome=ambiguous; exit=ambiguous; wick_ratio=0.631868131868079; penetration_atr=0.32565637954851834; reclaim_atr=0.4159373560571041; level_id=equal_low_34486; bars_held=1.0; net_result_r=nan; level-sweep row (confirmation check n/a by design); review=TP and SL inside the same candle: intrabar order unknown; human review required,2,2026-09-02T13:31:07+00:00,maybe,maybe,maybe,n/a,58,TP and SL inside the same candle: intrabar order unknown; human review required,level_sweep,equal,True,False,,,
R2-LVL-020791,LVL-020791,agent_5,incorrect,round2 source=level_sweep; level_type=equal; primary_outcome=tp; exit=target; wick_ratio=0.10367892976594377; penetration_atr=1.9611908559279372; reclaim_atr=-1.7304625199363057; level_id=equal_high_34622; bars_held=1.0; net_result_r=2.0; level-sweep row (confirmation check n/a by design); review=new-level penetration fails the baseline sweep-quality rules (penetration band / wick / close reclaim) - false-positive candidate,2,2026-09-02T13:31:07+00:00,no,no,no,n/a,45,new-level penetration fails the baseline sweep-quality rules (penetration band / wick / close reclaim) - false-positive candidate,level_sweep,equal,False,False,,,
R2-LVL-021449,LVL-021449,agent_5,incorrect,round2 source=level_sweep; level_type=prev_day; primary_outcome=sl; exit=stop; wick_ratio=0.2608247422680433; penetration_atr=1.5151515151515211; reclaim_atr=-0.4929292929293059; level_id=prev_day_high_35902; bars_held=1.0; net_result_r=-1.0; level-sweep row (confirmation check n/a by design); review=new-level penetration fails the baseline sweep-quality rules (penetration band / wick / close reclaim) - false-positive candidate,2,2026-09-02T13:31:07+00:00,no,no,no,n/a,53,new-level penetration fails the baseline sweep-quality rules (penetration band / wick / close reclaim) - false-positive candidate,level_sweep,prev_day,False,False,,,
R2-LVL-023344,LVL-023344,agent_5,incorrect,round2 source=level_sweep; level_type=equal; primary_outcome=tp; exit=target; wick_ratio=0.4699999999999818; penetration_atr=1.7352350341502905; reclaim_atr=-0.41341904379276156; level_id=equal_high_39163; bars_held=15.0; net_result_r=2.0; level-sweep row (confirmation check n/a by design); review=new-level penetration fails the baseline sweep-quality rules (penetration band / wick / close reclaim) - false-positive candidate,2,2026-09-02T13:31:07+00:00,no,no,no,n/a,63,new-level penetration fails the baseline sweep-quality rules (penetration band / wick / close reclaim) - false-positive candidate,level_sweep,equal,False,False,,,
R2-LVL-025112,LVL-025112,agent_5,incorrect,round2 source=level_sweep; level_type=swing; primary_outcome=tp; exit=target; wick_ratio=0.1791666666666864; penetration_atr=0.8458523840626405; reclaim_atr=-0.45264532984965977; level_id=swing_high_42181; bars_held=2.0; net_result_r=2.0; level-sweep row (confirmation check n/a by design); review=new-level penetration fails the baseline sweep-quality rules (penetration band / wick / close reclaim) - false-positive candidate,2,2026-09-02T13:31:07+00:00,no,no,no,n/a,49,new-level penetration fails the baseline sweep-quality rules (penetration band / wick / close reclaim) - false-positive candidate,level_sweep,swing,False,False,,,
R2-LVL-025574,LVL-025574,agent_5,incorrect,round2 source=level_sweep; level_type=swing; primary_outcome=sl; exit=stop; wick_ratio=0.11794871794873141; penetration_atr=0.9285555308257286; reclaim_atr=-0.6418873803694425; level_id=swing_high_42647; bars_held=1.0; net_result_r=-1.0; level-sweep row (confirmation check n/a by design); review=new-level penetration fails the baseline sweep-quality rules (penetration band / wick / close reclaim) - false-positive candidate,2,2026-09-02T13:31:07+00:00,no,no,no,n/a,46,new-level penetration fails the baseline sweep-quality rules (penetration band / wick / close reclaim) - false-positive candidate,level_sweep,swing,False,False,,,
R2-LVL-026235,LVL-026235,agent_5,incorrect,round2 source=level_sweep; level_type=swing; primary_outcome=tp; exit=target; wick_ratio=0.06880733944951385; penetration_atr=0.407108239095289; reclaim_atr=-0.23747980613897574; level_id=swing_low_44199; bars_held=1.0; net_result_r=2.0; level-sweep row (confirmation check n/a by design); review=new-level penetration fails the baseline sweep-quality rules (penetration band / wick / close reclaim) - false-positive candidate,2,2026-09-02T13:31:07+00:00,no,no,no,n/a,36,new-level penetration fails the baseline sweep-quality rules (penetration band / wick / close reclaim) - false-positive candidate,level_sweep,swing,False,False,,,
R2-LVL-026654,LVL-026654,agent_5,ambiguous,round2 source=level_sweep; level_type=swing; primary_outcome=sl; exit=stop; wick_ratio=0.41966426858517036; penetration_atr=0.3855540897096752; reclaim_atr=0.01846965699217266; level_id=swing_high_44998; bars_held=3.0; net_result_r=-1.0; level-sweep row (confirmation check n/a by design); review=between clean and marginal thresholds; human review required,2,2026-09-02T13:31:07+00:00,maybe,maybe,maybe,n/a,52,between clean and marginal thresholds; human review required,level_sweep,swing,True,False,,,
R2-LVL-026731,LVL-026731,agent_5,correct,round2 source=level_sweep; level_type=swing; primary_outcome=sl; exit=stop; wick_ratio=0.90079365079365; penetration_atr=0.39729729729736735; reclaim_atr=0.7945945945945196; level_id=swing_low_45177; bars_held=2.0; net_result_r=-1.0; level-sweep row (confirmation check n/a by design); review=textbook sweep: clean directional wick with clear penetration,2,2026-09-02T13:31:07+00:00,yes,yes,yes,n/a,77,textbook sweep: clean directional wick with clear penetration,level_sweep,swing,True,False,,,
R2-LVL-026995,LVL-026995,agent_5,incorrect,round2 source=level_sweep; level_type=prev_day; primary_outcome=tp; exit=target; wick_ratio=0.5158850226929264; penetration_atr=1.7456931911404463; reclaim_atr=0.21246923707950188; level_id=prev_day_low_45633; bars_held=6.0; net_result_r=2.0; level-sweep row (confirmation check n/a by design); review=new-level penetration fails the baseline sweep-quality rules (penetration band / wick / close reclaim) - false-positive candidate,2,2026-09-02T13:31:07+00:00,no,no,no,n/a,66,new-level penetration fails the baseline sweep-quality rules (penetration band / wick / close reclaim) - false-positive candidate,level_sweep,prev_day,False,False,,,
R2-LVL-029011,LVL-029011,agent_5,correct,round2 source=level_sweep; level_type=swing; primary_outcome=time; exit=time; wick_ratio=0.8496732026143868; penetration_atr=0.21433542101580547; reclaim_atr=1.0716771050803564; level_id=swing_low_48910; bars_held=16.0; net_result_r=0.35394650351424745; level-sweep row (confirmation check n/a by design); review=textbook sweep: clean directional wick with clear penetration,2,2026-09-02T13:31:07+00:00,yes,yes,yes,n/a,60,textbook sweep: clean directional wick with clear penetration,level_sweep,swing,True,False,,,
R2-LVL-030492,LVL-030492,agent_5,ambiguous,round2 source=level_sweep; level_type=prev_day; primary_outcome=ambiguous; exit=ambiguous; wick_ratio=0.015503875968978585; penetration_atr=1.2674094707520307; reclaim_atr=-1.2339832869080494; level_id=prev_day_high_51308; bars_held=1.0; net_result_r=nan; level-sweep row (confirmation check n/a by design); review=TP and SL inside the same candle: intrabar order unknown; human review required,2,2026-09-02T13:31:07+00:00,maybe,maybe,maybe,n/a,41,TP and SL inside the same candle: intrabar order unknown; human review required,level_sweep,prev_day,False,False,,,
R2-LVL-031225,LVL-031225,agent_5,ambiguous,round2 source=level_sweep; level_type=equal; primary_outcome=tp; exit=target; wick_ratio=0.4625550660792788; penetration_atr=0.47397769516713567; reclaim_atr=0.3066914498142179; level_id=equal_low_52506; bars_held=1.0; net_result_r=2.0; level-sweep row (confirmation check n/a by design); review=between clean and marginal thresholds; human review required,2,2026-09-02T13:31:07+00:00,maybe,maybe,maybe,n/a,61,between clean and marginal thresholds; human review required,level_sweep,equal,True,False,,,
R2-LVL-031361,LVL-031361,agent_5,incorrect,round2 source=level_sweep; level_type=prev_day; primary_outcome=sl; exit=stop; wick_ratio=0.252225519287815; penetration_atr=0.3080198722497751; reclaim_atr=0.11426543647978445; level_id=prev_day_high_52772; bars_held=1.0; net_result_r=-1.0; level-sweep row (confirmation check n/a by design); review=new-level penetration fails the baseline sweep-quality rules (penetration band / wick / close reclaim) - false-positive candidate,2,2026-09-02T13:31:07+00:00,no,no,no,n/a,37,new-level penetration fails the baseline sweep-quality rules (penetration band / wick / close reclaim) - false-positive candidate,level_sweep,prev_day,False,False,,,
R2-LVL-031769,LVL-031769,agent_5,ambiguous,round2 source=level_sweep; level_type=swing; primary_outcome=ambiguous; exit=ambiguous; wick_ratio=0.2346938775510346; penetration_atr=0.1701003697834234; reclaim_atr=0.0; level_id=swing_high_53564; bars_held=1.0; net_result_r=nan; level-sweep row (confirmation check n/a by design); review=TP and SL inside the same candle: intrabar order unknown; human review required,2,2026-09-02T13:31:07+00:00,maybe,maybe,maybe,n/a,25,TP and SL inside the same candle: intrabar order unknown; human review required,level_sweep,swing,False,False,,,
