review_id,event_id,reviewer,verdict,notes,review_version,reviewed_at,detector_correct,liquidity_level_clear,sweep_clear,confirmation_clear,reviewer_score,reviewer_comment
R1-SWP-000477,SWP-000477,agent_5,ambiguous,primary_outcome=tp; exit=target; wick_ratio=0.41176470588227426; penetration_atr=0.13725490196077297; reclaim_atr=0.1474219317356365; level_id=rolling_low; bars_held=2; net_result_r=2.0; review=between clean and marginal thresholds; human review required,1,2026-09-02T11:18:24+00:00,maybe,yes,maybe,n/a,32,between clean and marginal thresholds; human review required
R1-SWP-000486,SWP-000486,agent_5,ambiguous,primary_outcome=ambiguous; exit=ambiguous; wick_ratio=0.4591836734694256; penetration_atr=0.23476482617591554; reclaim_atr=0.022903885480551722; level_id=rolling_low; bars_held=1; net_result_r=nan; review=TP and SL inside the same candle: intrabar order unknown; human review required,1,2026-09-02T11:18:24+00:00,maybe,yes,maybe,n/a,42,TP and SL inside the same candle: intrabar order unknown; human review required
R1-SWP-000508,SWP-000508,agent_5,correct,primary_outcome=tp; exit=target; wick_ratio=0.5418719211822285; penetration_atr=0.37820801440786256; reclaim_atr=0.31517334533993324; level_id=rolling_high; bars_held=2; net_result_r=2.0; review=textbook sweep: clean directional wick with clear penetration,1,2026-09-02T11:18:24+00:00,yes,yes,yes,n/a,57,textbook sweep: clean directional wick with clear penetration
R1-SWP-000517,SWP-000517,agent_5,ambiguous,primary_outcome=ambiguous; exit=ambiguous; wick_ratio=0.5495867768595515; penetration_atr=0.22201492537323347; reclaim_atr=0.6464552238806149; level_id=rolling_high; bars_held=1; net_result_r=nan; review=TP and SL inside the same candle: intrabar order unknown; human review required,1,2026-09-02T11:18:24+00:00,maybe,yes,maybe,n/a,45,TP and SL inside the same candle: intrabar order unknown; human review required
R1-SWP-000545,SWP-000545,agent_5,incorrect,primary_outcome=tp; exit=target; wick_ratio=0.574468085106311; penetration_atr=0.0923178371249793; reclaim_atr=0.2815694032310767; level_id=rolling_high; bars_held=7; net_result_r=2.0; review=marginal pattern: tiny wick/penetration candidate for spread noise,1,2026-09-02T11:18:24+00:00,no,yes,no,n/a,36,marginal pattern: tiny wick/penetration candidate for spread noise
R1-SWP-000630,SWP-000630,agent_5,ambiguous,primary_outcome=ambiguous; exit=ambiguous; wick_ratio=0.7339449541283006; penetration_atr=0.0890774125132578; reclaim_atr=0.20784729586424008; level_id=rolling_low; bars_held=1; net_result_r=nan; review=TP and SL inside the same candle: intrabar order unknown; human review required,1,2026-09-02T11:18:24+00:00,maybe,yes,maybe,n/a,44,TP and SL inside the same candle: intrabar order unknown; human review required
R1-SWP-000670,SWP-000670,agent_5,incorrect,primary_outcome=tp; exit=target; wick_ratio=0.38728323699425765; penetration_atr=0.3176265270506913; reclaim_atr=0.5538103548573402; level_id=rolling_high; bars_held=8; net_result_r=2.0; review=marginal pattern: tiny wick/penetration candidate for spread noise,1,2026-09-02T11:18:24+00:00,no,yes,no,n/a,45,marginal pattern: tiny wick/penetration candidate for spread noise
R1-SWP-000680,SWP-000680,agent_5,incorrect,primary_outcome=sl; exit=stop; wick_ratio=0.364705882352916; penetration_atr=0.2054607508531612; reclaim_atr=0.09078498293517838; level_id=rolling_high; bars_held=1; net_result_r=-1.0; review=marginal pattern: tiny wick/penetration candidate for spread noise,1,2026-09-02T11:18:24+00:00,no,yes,no,n/a,35,marginal pattern: tiny wick/penetration candidate for spread noise
R1-SWP-000709,SWP-000709,agent_5,ambiguous,primary_outcome=ambiguous; exit=ambiguous; wick_ratio=0.44660194174761997; penetration_atr=0.20551378446119345; reclaim_atr=0.02506265664158116; level_id=rolling_low; bars_held=1; net_result_r=nan; review=TP and SL inside the same candle: intrabar order unknown; human review required,1,2026-09-02T11:18:24+00:00,maybe,yes,maybe,n/a,39,TP and SL inside the same candle: intrabar order unknown; human review required
R1-SWP-000750,SWP-000750,agent_5,correct,primary_outcome=sl; exit=stop; wick_ratio=0.6173469387755173; penetration_atr=0.20900900900898206; reclaim_atr=0.37117117117116005; level_id=rolling_high; bars_held=4; net_result_r=-1.0; review=textbook sweep: clean directional wick with clear penetration,1,2026-09-02T11:18:24+00:00,yes,yes,yes,n/a,48,textbook sweep: clean directional wick with clear penetration
R1-SWP-000759,SWP-000759,agent_5,incorrect,primary_outcome=tp; exit=target; wick_ratio=0.3658536585365583; penetration_atr=0.30016492578330234; reclaim_atr=0.16162726772955124; level_id=rolling_low; bars_held=3; net_result_r=2.0; review=marginal pattern: tiny wick/penetration candidate for spread noise,1,2026-09-02T11:18:24+00:00,no,yes,no,n/a,42,marginal pattern: tiny wick/penetration candidate for spread noise
R1-SWP-000793,SWP-000793,agent_5,correct,primary_outcome=tp; exit=target; wick_ratio=0.5918367346937923; penetration_atr=0.207407407407398; reclaim_atr=0.3589743589742101; level_id=rolling_high; bars_held=3; net_result_r=2.0; review=textbook sweep: clean directional wick with clear penetration,1,2026-09-02T11:18:24+00:00,yes,yes,yes,n/a,46,textbook sweep: clean directional wick with clear penetration
R1-SWP-000805,SWP-000805,agent_5,ambiguous,primary_outcome=ambiguous; exit=ambiguous; wick_ratio=0.3620689655169575; penetration_atr=0.16583541147117362; reclaim_atr=0.0174563591022288; level_id=rolling_high; bars_held=1; net_result_r=nan; review=TP and SL inside the same candle: intrabar order unknown; human review required,1,2026-09-02T11:18:24+00:00,maybe,yes,maybe,n/a,31,TP and SL inside the same candle: intrabar order unknown; human review required
R1-SWP-000840,SWP-000840,agent_5,ambiguous,primary_outcome=ambiguous; exit=ambiguous; wick_ratio=0.4948453608246287; penetration_atr=0.41844577284362144; reclaim_atr=0.2630230572160916; level_id=rolling_high; bars_held=1; net_result_r=nan; review=TP and SL inside the same candle: intrabar order unknown; human review required,1,2026-09-02T11:18:24+00:00,maybe,yes,maybe,n/a,58,TP and SL inside the same candle: intrabar order unknown; human review required
R1-SWP-000883,SWP-000883,agent_5,correct,primary_outcome=tp; exit=target; wick_ratio=0.5425531914893862; penetration_atr=0.24815724815724488; reclaim_atr=0.002457002457000212; level_id=rolling_high; bars_held=2; net_result_r=2.0; review=textbook sweep: clean directional wick with clear penetration,1,2026-09-02T11:18:24+00:00,yes,yes,yes,n/a,47,textbook sweep: clean directional wick with clear penetration
R1-SWP-000918,SWP-000918,agent_5,incorrect,primary_outcome=sl; exit=stop; wick_ratio=0.69709543568465; penetration_atr=0.09057527539782674; reclaim_atr=0.4308445532435765; level_id=rolling_low; bars_held=12; net_result_r=-1.0; review=marginal pattern: tiny wick/penetration candidate for spread noise,1,2026-09-02T11:18:24+00:00,no,yes,no,n/a,42,marginal pattern: tiny wick/penetration candidate for spread noise
R1-SWP-001094,SWP-001094,agent_5,ambiguous,primary_outcome=ambiguous; exit=ambiguous; wick_ratio=0.3854166666665384; penetration_atr=0.26286509040331413; reclaim_atr=0.09735744089003436; level_id=rolling_low; bars_held=2; net_result_r=nan; review=TP and SL inside the same candle: intrabar order unknown; human review required,1,2026-09-02T11:18:24+00:00,maybe,yes,maybe,n/a,40,TP and SL inside the same candle: intrabar order unknown; human review required
R1-SWP-001106,SWP-001106,agent_5,correct,primary_outcome=sl; exit=stop; wick_ratio=0.8552631578948667; penetration_atr=0.26819923371643306; reclaim_atr=0.3128991060026746; level_id=rolling_high; bars_held=1; net_result_r=-1.0; review=textbook sweep: clean directional wick with clear penetration,1,2026-09-02T11:18:24+00:00,yes,yes,yes,n/a,64,textbook sweep: clean directional wick with clear penetration
R1-SWP-001197,SWP-001197,agent_5,correct,primary_outcome=sl; exit=stop; wick_ratio=0.5106382978723302; penetration_atr=0.4053075995175081; reclaim_atr=0.10132689987966502; level_id=rolling_low; bars_held=1; net_result_r=-1.0; review=textbook sweep: clean directional wick with clear penetration,1,2026-09-02T11:18:24+00:00,yes,yes,yes,n/a,58,textbook sweep: clean directional wick with clear penetration
R1-SWP-001208,SWP-001208,agent_5,incorrect,primary_outcome=sl; exit=stop; wick_ratio=0.6250000000000367; penetration_atr=0.09980806142034254; reclaim_atr=0.4568138195777586; level_id=rolling_low; bars_held=1; net_result_r=-1.0; review=marginal pattern: tiny wick/penetration candidate for spread noise,1,2026-09-02T11:18:24+00:00,no,yes,no,n/a,39,marginal pattern: tiny wick/penetration candidate for spread noise
R1-SWP-001220,SWP-001220,agent_5,correct,primary_outcome=sl; exit=stop; wick_ratio=0.7454545454545493; penetration_atr=0.23612388837778273; reclaim_atr=0.6310947562097741; level_id=rolling_low; bars_held=6; net_result_r=-1.0; review=textbook sweep: clean directional wick with clear penetration,1,2026-09-02T11:18:24+00:00,yes,yes,yes,n/a,56,textbook sweep: clean directional wick with clear penetration
R1-SWP-001254,SWP-001254,agent_5,ambiguous,primary_outcome=sl; exit=stop; wick_ratio=0.48235294117648947; penetration_atr=0.27323420074354776; reclaim_atr=0.6505576208178582; level_id=rolling_high; bars_held=1; net_result_r=-1.0; review=between clean and marginal thresholds; human review required,1,2026-09-02T11:18:24+00:00,maybe,yes,maybe,n/a,46,between clean and marginal thresholds; human review required
R1-SWP-001259,SWP-001259,agent_5,ambiguous,primary_outcome=time; exit=time; wick_ratio=0.4518828451883303; penetration_atr=0.1301652892562443; reclaim_atr=0.6146694214875371; level_id=rolling_high; bars_held=16; net_result_r=0.3539713862852135; review=between clean and marginal thresholds; human review required,1,2026-09-02T11:18:24+00:00,maybe,yes,maybe,n/a,33,between clean and marginal thresholds; human review required
R1-SWP-001279,SWP-001279,agent_5,incorrect,primary_outcome=sl; exit=stop; wick_ratio=0.6306306306307284; penetration_atr=0.07502679528396114; reclaim_atr=0.2750982493748654; level_id=rolling_high; bars_held=2; net_result_r=-1.0; review=marginal pattern: tiny wick/penetration candidate for spread noise,1,2026-09-02T11:18:24+00:00,no,yes,no,n/a,38,marginal pattern: tiny wick/penetration candidate for spread noise
R1-SWP-001283,SWP-001283,agent_5,incorrect,primary_outcome=sl; exit=stop; wick_ratio=0.36437246963566033; penetration_atr=0.08710680954029885; reclaim_atr=0.3484272381610854; level_id=rolling_high; bars_held=3; net_result_r=-1.0; review=marginal pattern: tiny wick/penetration candidate for spread noise,1,2026-09-02T11:18:24+00:00,no,yes,no,n/a,25,marginal pattern: tiny wick/penetration candidate for spread noise
R1-SWP-001318,SWP-001318,agent_5,ambiguous,primary_outcome=tp; exit=target; wick_ratio=0.4166666666667456; penetration_atr=0.150537634408465; reclaim_atr=0.20527859237549068; level_id=rolling_high; bars_held=1; net_result_r=2.0; review=between clean and marginal thresholds; human review required,1,2026-09-02T11:18:24+00:00,maybe,yes,maybe,n/a,33,between clean and marginal thresholds; human review required
R1-SWP-001362,SWP-001362,agent_5,ambiguous,primary_outcome=ambiguous; exit=ambiguous; wick_ratio=0.4444444444444532; penetration_atr=0.1503579952266886; reclaim_atr=0.384248210023897; level_id=rolling_high; bars_held=1; net_result_r=nan; review=TP and SL inside the same candle: intrabar order unknown; human review required,1,2026-09-02T11:18:24+00:00,maybe,yes,maybe,n/a,34,TP and SL inside the same candle: intrabar order unknown; human review required
R1-SWP-001388,SWP-001388,agent_5,incorrect,primary_outcome=tp; exit=target; wick_ratio=0.6025641025640128; penetration_atr=0.06536964980538848; reclaim_atr=0.34863813229573554; level_id=rolling_low; bars_held=3; net_result_r=2.0; review=marginal pattern: tiny wick/penetration candidate for spread noise,1,2026-09-02T11:18:24+00:00,no,yes,no,n/a,35,marginal pattern: tiny wick/penetration candidate for spread noise
R1-SWP-001399,SWP-001399,agent_5,incorrect,primary_outcome=sl; exit=stop; wick_ratio=0.3506261180679759; penetration_atr=0.2302006335797555; reclaim_atr=0.5765575501583972; level_id=rolling_high; bars_held=2; net_result_r=-1.0; review=marginal pattern: tiny wick/penetration candidate for spread noise,1,2026-09-02T11:18:24+00:00,no,yes,no,n/a,36,marginal pattern: tiny wick/penetration candidate for spread noise
R1-SWP-001409,SWP-001409,agent_5,correct,primary_outcome=sl; exit=stop; wick_ratio=0.6733668341709244; penetration_atr=0.3235555555555475; reclaim_atr=0.7342222222222692; level_id=rolling_low; bars_held=2; net_result_r=-1.0; review=textbook sweep: clean directional wick with clear penetration,1,2026-09-02T11:18:24+00:00,yes,yes,yes,n/a,60,textbook sweep: clean directional wick with clear penetration
R1-SWP-001413,SWP-001413,agent_5,correct,primary_outcome=tp; exit=target; wick_ratio=0.7368421052632119; penetration_atr=0.2997183098590501; reclaim_atr=0.5442253521126982; level_id=rolling_high; bars_held=2; net_result_r=2.0; review=textbook sweep: clean directional wick with clear penetration,1,2026-09-02T11:18:24+00:00,yes,yes,yes,n/a,61,textbook sweep: clean directional wick with clear penetration
R1-SWP-001417,SWP-001417,agent_5,correct,primary_outcome=tp; exit=target; wick_ratio=0.8116883116883309; penetration_atr=0.19999999999998144; reclaim_atr=0.7428571428571203; level_id=rolling_high; bars_held=4; net_result_r=2.0; review=textbook sweep: clean directional wick with clear penetration,1,2026-09-02T11:18:24+00:00,yes,yes,yes,n/a,57,textbook sweep: clean directional wick with clear penetration
R1-SWP-001418,SWP-001418,agent_5,correct,primary_outcome=sl; exit=stop; wick_ratio=0.7524271844660173; penetration_atr=0.32318271119844505; reclaim_atr=0.7426326129665466; level_id=rolling_low; bars_held=13; net_result_r=-1.0; review=textbook sweep: clean directional wick with clear penetration,1,2026-09-02T11:18:24+00:00,yes,yes,yes,n/a,63,textbook sweep: clean directional wick with clear penetration
R1-SWP-001439,SWP-001439,agent_5,incorrect,primary_outcome=sl; exit=stop; wick_ratio=0.39153439153437564; penetration_atr=0.18115942028985568; reclaim_atr=0.3550724637681237; level_id=rolling_low; bars_held=5; net_result_r=-1.0; review=marginal pattern: tiny wick/penetration candidate for spread noise,1,2026-09-02T11:18:24+00:00,no,yes,no,n/a,34,marginal pattern: tiny wick/penetration candidate for spread noise
R1-SWP-001444,SWP-001444,agent_5,ambiguous,primary_outcome=ambiguous; exit=ambiguous; wick_ratio=0.3931297709923724; penetration_atr=0.11726804123710945; reclaim_atr=0.4780927835051306; level_id=rolling_high; bars_held=2; net_result_r=nan; review=TP and SL inside the same candle: intrabar order unknown; human review required,1,2026-09-02T11:18:24+00:00,maybe,yes,maybe,n/a,29,TP and SL inside the same candle: intrabar order unknown; human review required
R1-SWP-001448,SWP-001448,agent_5,ambiguous,primary_outcome=tp; exit=target; wick_ratio=0.4843750000000148; penetration_atr=0.2644503211182445; reclaim_atr=0.22742727616172395; level_id=rolling_low; bars_held=2; net_result_r=2.0; review=between clean and marginal thresholds; human review required,1,2026-09-02T11:18:24+00:00,maybe,yes,maybe,n/a,45,between clean and marginal thresholds; human review required
R1-SWP-001454,SWP-001454,agent_5,incorrect,primary_outcome=time; exit=time; wick_ratio=0.3842592592592515; penetration_atr=0.08069164265122412; reclaim_atr=0.7463976945245112; level_id=rolling_low; bars_held=16; net_result_r=1.1206092632888334; review=marginal pattern: tiny wick/penetration candidate for spread noise,1,2026-09-02T11:18:24+00:00,no,yes,no,n/a,26,marginal pattern: tiny wick/penetration candidate for spread noise
R1-SWP-001512,SWP-001512,agent_5,incorrect,primary_outcome=tp; exit=target; wick_ratio=0.37704918032789025; penetration_atr=0.3042181508308392; reclaim_atr=0.8768640818065684; level_id=rolling_low; bars_held=16; net_result_r=2.0; review=marginal pattern: tiny wick/penetration candidate for spread noise,1,2026-09-02T11:18:24+00:00,no,yes,no,n/a,43,marginal pattern: tiny wick/penetration candidate for spread noise
R1-SWP-001538,SWP-001538,agent_5,ambiguous,primary_outcome=sl; exit=stop; wick_ratio=0.4024390243901864; penetration_atr=0.11946666666656092; reclaim_atr=0.7317333333333647; level_id=rolling_high; bars_held=7; net_result_r=-1.0; review=between clean and marginal thresholds; human review required,1,2026-09-02T11:18:24+00:00,maybe,yes,maybe,n/a,30,between clean and marginal thresholds; human review required
R1-SWP-001560,SWP-001560,agent_5,correct,primary_outcome=sl; exit=stop; wick_ratio=0.6243654822335031; penetration_atr=0.4107255520504919; reclaim_atr=0.13249211356464566; level_id=rolling_low; bars_held=7; net_result_r=-1.0; review=textbook sweep: clean directional wick with clear penetration,1,2026-09-02T11:18:24+00:00,yes,yes,yes,n/a,64,textbook sweep: clean directional wick with clear penetration
R1-SWP-001569,SWP-001569,agent_5,ambiguous,primary_outcome=ambiguous; exit=ambiguous; wick_ratio=0.5025906735750685; penetration_atr=0.23028037383168917; reclaim_atr=0.2773831775700839; level_id=rolling_high; bars_held=2; net_result_r=nan; review=TP and SL inside the same candle: intrabar order unknown; human review required,1,2026-09-02T11:18:24+00:00,maybe,yes,maybe,n/a,44,TP and SL inside the same candle: intrabar order unknown; human review required
R1-SWP-001599,SWP-001599,agent_5,ambiguous,primary_outcome=ambiguous; exit=ambiguous; wick_ratio=0.36040609137053026; penetration_atr=0.07481923923297777; reclaim_atr=0.23766111285757635; level_id=rolling_low; bars_held=1; net_result_r=nan; review=TP and SL inside the same candle: intrabar order unknown; human review required,1,2026-09-02T11:18:24+00:00,maybe,yes,maybe,n/a,24,TP and SL inside the same candle: intrabar order unknown; human review required
R1-SWP-001641,SWP-001641,agent_5,correct,primary_outcome=tp; exit=target; wick_ratio=0.6891271056661351; penetration_atr=0.3864118895966418; reclaim_atr=0.5850933065146587; level_id=rolling_low; bars_held=10; net_result_r=2.0; review=textbook sweep: clean directional wick with clear penetration,1,2026-09-02T11:18:24+00:00,yes,yes,yes,n/a,65,textbook sweep: clean directional wick with clear penetration
R1-SWP-001746,SWP-001746,agent_5,ambiguous,primary_outcome=ambiguous; exit=ambiguous; wick_ratio=0.44444444444456266; penetration_atr=0.053968253968277174; reclaim_atr=0.18730158730163388; level_id=rolling_low; bars_held=2; net_result_r=nan; review=TP and SL inside the same candle: intrabar order unknown; human review required,1,2026-09-02T11:18:24+00:00,maybe,yes,maybe,n/a,27,TP and SL inside the same candle: intrabar order unknown; human review required
R1-SWP-001767,SWP-001767,agent_5,incorrect,primary_outcome=tp; exit=target; wick_ratio=0.3636363636363043; penetration_atr=0.3027919779786332; reclaim_atr=0.5835627211954435; level_id=rolling_high; bars_held=1; net_result_r=2.0; review=marginal pattern: tiny wick/penetration candidate for spread noise,1,2026-09-02T11:18:24+00:00,no,yes,no,n/a,42,marginal pattern: tiny wick/penetration candidate for spread noise
R1-SWP-001812,SWP-001812,agent_5,correct,primary_outcome=tp; exit=target; wick_ratio=0.7654320987655361; penetration_atr=0.2638842140693109; reclaim_atr=0.6125883540896172; level_id=rolling_low; bars_held=3; net_result_r=2.0; review=textbook sweep: clean directional wick with clear penetration,1,2026-09-02T11:18:24+00:00,yes,yes,yes,n/a,59,textbook sweep: clean directional wick with clear penetration
R1-SWP-001820,SWP-001820,agent_5,ambiguous,primary_outcome=sl; exit=stop; wick_ratio=0.5421686746986235; penetration_atr=0.14485458612971583; reclaim_atr=0.20749440715874362; level_id=rolling_high; bars_held=9; net_result_r=-1.0; review=between clean and marginal thresholds; human review required,1,2026-09-02T11:18:24+00:00,maybe,yes,maybe,n/a,39,between clean and marginal thresholds; human review required
